Vendor,Network / Site,VendorNetworkID,Datasource,Mediaplan,Campaign Mp Label,Campaign upper,Campaign Name
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Extra_Seasonal_Extra_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Froot Loops_Seasonal_Froot Loops Jumbo_Sizmek_Mid-Morning snack_CPM-Xaxis - Standard Banners,MCMMX_2020_MEX_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Kashi_Seasonal_Kashi_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Walmart Media,TRADITIONAL DISPLAY MEDIA_WALMART MEDIA,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Kashi_Seasonal_Kashi_Walmart Media_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_WALMARTMEDIA_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_WALMARTMEDIA_BREAKFASTFORONE
Traditional Display Media,Xaxis Pre-Roll,TRADITIONAL DISPLAY MEDIA_XAXIS PRE-ROLL,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_All Occasions_Sizmek_Breakfast for One_CPCV-Xaxis Pre-Roll,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_SIZMEK_BREAKFASTFORONE_CPCV-XAXISPRE-ROLL,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_SIZMEK_BREAKFASTFORONE_CPCV-XAXISPRE-ROLL
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_All Occasions_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banners,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Sunmedia,TRADITIONAL DISPLAY MEDIA_SUNMEDIA,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONSCONTENT_SIZMEK_BREAKFASTFORONE_CPCV-SUNMEDIA,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONSCONTENT_SIZMEK_BREAKFASTFORONE_CPCV-SUNMEDIA,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONSCONTENT_SIZMEK_BREAKFASTFORONE_CPCV-SUNMEDIA
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_Coronavirus_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banners,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_Plan Contingencia_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PLANCONTINGENCIA_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PLANCONTINGENCIA_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Rappi,TRADITIONAL DISPLAY MEDIA_RAPPI,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_Plan Contingencia_Rappi_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PLANCONTINGENCIA_RAPPI_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PLANCONTINGENCIA_RAPPI_BREAKFASTFORONE
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_Red City_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_REDCITY_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_REDCITY_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_Red City_Sizmek_Breakfast for One_CPM-Xaxis - Display,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_REDCITY_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_REDCITY_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Masterbrand_Seasonal_Welcome Plan_Sizmek_Breakfast for One_CPM-Xaxis - Display,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_WELCOMEPLAN_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,MCMMX_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_WELCOMEPLAN_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Mezcladito_Seasonal_Mezcladito_Sizmek_Family breakfast_CPM-Xaxis - Standard Banners,MCMMX_2020_MEX_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Walmart Media,TRADITIONAL DISPLAY MEDIA_WALMART MEDIA,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Mezcladito_Seasonal_Mezcladito_Walmart Media_Family Breakfast,MCMMX_2020_MEX_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_WALMARTMEDIA_FAMILYBREAKFAST,MCMMX_2020_MEX_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_WALMARTMEDIA_FAMILYBREAKFAST
Traditional Display Media,Xaxis Pre-Roll,TRADITIONAL DISPLAY MEDIA_XAXIS PRE-ROLL,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-PRE-ROLL,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-PRE-ROLL,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-PRE-ROLL
Traditional Display Media,Smart clip,TRADITIONAL DISPLAY MEDIA_SMART CLIP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_SIZMEK_MID-MORNINGSNACK_CPV-SMARTCLIP,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_SIZMEK_MID-MORNINGSNACK_CPV-SMARTCLIP,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_SIZMEK_MID-MORNINGSNACK_CPV-SMARTCLIP
Traditional Display Media,Xaxis Dynamic Video,TRADITIONAL DISPLAY MEDIA_XAXIS DYNAMIC VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_XAXISDYNAMICVIDEO_MID-MORNINGSNACK,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_XAXISDYNAMICVIDEO_MID-MORNINGSNACK,MCMMX_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_XAXISDYNAMICVIDEO_MID-MORNINGSNACK
Traditional Display Media,Gameloft,TRADITIONAL DISPLAY MEDIA_GAMELOFT,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Always On Gaming_Gameloft_Always On,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_GAMELOFT_ALWAYSON,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_GAMELOFT_ALWAYSON
Traditional Display Media,Gameloft,TRADITIONAL DISPLAY MEDIA_GAMELOFT,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Always On Gaming_Sizmek_Always On_CPM-Gameloft,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPM-GAMELOFT,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPM-GAMELOFT
Traditional Display Media,IMS-Twitch,TRADITIONAL DISPLAY MEDIA_IMS-TWITCH,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Always On Gaming_Sizmek_Always On_CPM-IMS-Twitch,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPM-IMS-TWITCH,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPM-IMS-TWITCH
Traditional Display Media,IMS-EA,TRADITIONAL DISPLAY MEDIA_IMS-EA,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPCV-IMS-EA,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPCV-IMS-EA,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONGAMING_SIZMEK_ALWAYSON_CPCV-IMS-EA
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Sizmek_Evening Me_CPV-Xaxis - Video,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO
Traditional Display Media,ThinkY,TRADITIONAL DISPLAY MEDIA_THINKY,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Movimiento Pringles_ThinkY_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_THINKY_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_THINKY_EVENINGME
Traditional Display Media,Rappi,TRADITIONAL DISPLAY MEDIA_RAPPI,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Plan Contingencia_Rappi_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_PLANCONTINGENCIA_RAPPI_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_PLANCONTINGENCIA_RAPPI_EVENINGME
Traditional Display Media,Rappi,TRADITIONAL DISPLAY MEDIA_RAPPI,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Red City _Rappi_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_RAPPI_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_RAPPI_EVENINGME
Traditional Display Media,Walmart Media,TRADITIONAL DISPLAY MEDIA_WALMART MEDIA,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Red City _Walmart Media_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_WALMARTMEDIA_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_WALMARTMEDIA_EVENINGME
Traditional Display Media,Rappi,TRADITIONAL DISPLAY MEDIA_RAPPI,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Red City_Rappi_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_RAPPI_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_RAPPI_EVENINGME
Traditional Display Media,Xaxis,TRADITIONAL DISPLAY MEDIA_XAXIS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Red City_Xaxis_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_XAXIS_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_XAXIS_EVENINGME
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_CORNERSHOP_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_CORNERSHOP_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_CORNERSHOP_EVENINGME
Traditional Display Media,Futbol Sites,TRADITIONAL DISPLAY MEDIA_FUTBOL SITES,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Pringles_Seasonal_Stay At Home_Futbol Sites_Evening Me,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_STAYATHOME_FUTBOLSITES_EVENINGME,MCMMX_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_STAYATHOME_FUTBOLSITES_EVENINGME
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K bars_Seasonal_Special K bars_Sizmek_Mid-Morning snack_CPM-Xaxis - Display,MCMMX_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_SPECIALKBARS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-DISPLAY,MCMMX_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_SPECIALKBARS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-DISPLAY
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Equity_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_EQUITY_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_EQUITY_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Plan Contingencia_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_PLANCONTINGENCIA_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_PLANCONTINGENCIA_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Tote Bags_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Tote Bags_Sizmek_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_SIZMEK_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_SIZMEK_BREAKFASTFORONE
Traditional Display Media,Cornershop,TRADITIONAL DISPLAY MEDIA_CORNERSHOP,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Versatilidad_Cornershop_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_CORNERSHOP_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_CORNERSHOP_BREAKFASTFORONE
Traditional Display Media,Rappi,TRADITIONAL DISPLAY MEDIA_RAPPI,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Versatilidad_Rappi_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_RAPPI_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_RAPPI_BREAKFASTFORONE
Traditional Display Media,Walmart Media,TRADITIONAL DISPLAY MEDIA_WALMART MEDIA,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Special K_Seasonal_Versatilidad_Walmart Media_Breakfast for One,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_WALMARTMEDIA_BREAKFASTFORONE,MCMMX_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_WALMARTMEDIA_BREAKFASTFORONE
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Zucaritas_Seasonal_Equity_Sizmek_Dinner_CPM-Xaxis - Standard Banners,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_DINNER_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_DINNER_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Xaxis Pre-Roll,TRADITIONAL DISPLAY MEDIA_XAXIS PRE-ROLL,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPCV-XAXISPRE-ROLL,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPCV-XAXISPRE-ROLL,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPCV-XAXISPRE-ROLL
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_FAMILY BREAKFAST_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Xaxis - Standard Banners,TRADITIONAL DISPLAY MEDIA_XAXIS - STANDARD BANNERS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS-STANDARDBANNERS
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMX_2020_MEX_Kelloggs_Zucaritas_Seasonal_Promo Cinemex_Sizmek_Family breakfast_CPM-Xaxis - Display,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PROMOCINEMEX_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY,MCMMX_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PROMOCINEMEX_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY
Traditional Display Media,Several-Video,TRADITIONAL DISPLAY MEDIA_SEVERAL-VIDEO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CENAM_Kelloggs_Rice Krispies_Seasonal_Amor para Llevar_Sizmek_Mid-Morning snack_CPV-Several-Video,MCMPR_2020_CENAM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPV-SEVERAL-VIDEO,MCMPR_2020_CENAM_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPV-SEVERAL-VIDEO
Traditional Display Media,Several-Video,TRADITIONAL DISPLAY MEDIA_SEVERAL-VIDEO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILY BREAKFAST_CPV-SEVERAL-VIDEO,MCMPR_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILY BREAKFAST_CPV-SEVERAL-VIDEO,MCMPR_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILY BREAKFAST_CPV-SEVERAL-VIDEO
